,model_type,dataset,gradient_accumulation_steps,conv1_t_stride,learning_rate,no_max_pool,label_smoothing,bn_size,batch_size,model,widen_factor,act,resnet_type,growth_rate,dropout_prob,warmup_epochs,scheduler_type,weight_decay,mixup_alpha,remove_last_block,optimizer_type,conv1_t_size,densenet_type,init_features
333,,crlm,2,,0.0002635550408,,0.094236472724,3.0,3,densenet,,gelu,,16.0,0.2077124734561,3,warmup,3.7260359e-06,0.3920538742786,True,adamw,,densenet201,21.0
334,,crlm,2,,8.97953304e-05,,0.1684581224053,4.0,1,densenet,,leakyrelu,,21.0,0.0069559959517,0,cosine_warmup,0.0004362572855,0.0179330156605,True,adam,,densenet121,34.0
335,,crlm,1,,0.0002343480974,,0.1494502507659,2.0,3,densenet,,gelu,,22.0,0.2655734660091,0,cosine_warmup,5.77405602e-05,0.2917911920379,True,adamw,,densenet201,58.0
336,,crlm,1,,0.000174151136,,0.0185490187102,2.0,3,densenet,,relu,,14.0,0.0612957167124,3,cosine_warmup,4.7877753e-06,0.3846889092277,False,sgd,,densenet169,41.0
337,,crlm,2,1.0,4.69487386e-05,True,0.1894262884101,,1,resnet,1.9548159896251,relu,resnet34,,,5,warmup,1.7681529e-06,0.0490395264772,,adam,5.0,,
338,,crlm,1,1.0,0.0004127671714,True,0.0103492099149,,2,resnet,1.880125218146,gelu,resnet18,,,1,warmup,6.78207207e-05,0.0373724813274,,adamw,7.0,,
339,,crlm,2,1.0,0.0003466962159,False,0.03331571562,,3,resnet,1.2570839288151,gelu,resnet18,,,2,warmup,9.8519457e-06,0.254538423348,,adam,3.0,,
340,,crlm,2,1.0,1.67120816e-05,False,0.0685096924084,,4,resnet,1.6880767925836,leakyrelu,resnet18,,,5,warmup,1.89783053e-05,0.1028797850664,,sgd,7.0,,
341,,crlm,1,2.0,3.26302812e-05,True,0.0875015377483,,1,resnet,1.4429894371708,leakyrelu,resnet18,,,2,warmup,6.6215365e-06,0.3202031959331,,adam,6.0,,
342,,crlm,2,,0.0007927105369,,0.0627622794163,3.0,1,densenet,,leakyrelu,,27.0,0.0004541829871,2,cosine_warmup,1.20731634e-05,0.2503819751397,True,sgd,,densenet201,48.0
343,,crlm,1,,0.0009673766774,,0.0791949941366,1.0,2,densenet,,leakyrelu,,14.0,0.2560492451657,2,cosine_warmup,0.0001159784832,0.3731034412739,True,sgd,,densenet201,18.0
344,,crlm,2,1.0,0.0001993608067,False,0.1468427215056,,1,resnet,1.8440973661493,gelu,resnet34,,,4,warmup,1.82833669e-05,0.3267508155667,,adam,5.0,,
345,,crlm,2,,0.0001855670931,,0.0418479246309,2.0,4,densenet,,leakyrelu,,22.0,0.2403296631002,1,warmup,4.5710756e-06,0.2132336449541,True,adamw,,densenet201,36.0
346,,crlm,2,2.0,0.0012454498237,True,0.043906987988,,2,resnet,1.8493854331947,leakyrelu,resnet50,,,1,cosine_warmup,1.46950158e-05,0.2587262046161,,adamw,5.0,,
347,,crlm,1,2.0,1.42147686e-05,False,0.0682130996829,,4,resnet,1.742604508134,leakyrelu,resnet18,,,1,warmup,1.0725014e-06,0.0186474727928,,adamw,7.0,,
348,,crlm,2,2.0,0.0003865617692,True,0.0016215998876,,2,resnet,1.8947558228341,relu,resnet50,,,5,warmup,1.5916371e-06,0.1019923400463,,adamw,4.0,,
349,,desmoid,2,1.0,0.0001341352107,True,0.03428059225,,4,resnet,1.9180182032093,gelu,resnet34,,,4,warmup,7.3313477e-06,0.3332600423947,,adamw,3.0,,
350,,desmoid,2,2.0,0.0012646310258,False,0.1934130078915,,4,resnet,1.7225966044388,leakyrelu,resnet50,,,1,cosine_warmup,4.0818107e-06,0.3901809088751,,sgd,6.0,,
351,,desmoid,1,1.0,0.000415427504,False,0.1707722849427,,3,resnet,1.4172903673665,leakyrelu,resnet34,,,2,warmup,0.0002126518502,0.1885923175503,,adamw,5.0,,
352,,desmoid,1,,0.002662999219,,0.0112543852649,3.0,1,densenet,,gelu,,20.0,0.2111828725684,1,cosine_warmup,1.1376765e-06,0.1115580398487,False,adam,,densenet201,37.0
353,,desmoid,2,,1.06098444e-05,,0.0081200713498,1.0,4,densenet,,gelu,,31.0,0.121024116227,4,cosine_warmup,0.0002756386965,0.1819119251459,False,adamw,,densenet169,62.0
354,,desmoid,1,,1.35395515e-05,,0.013520636533,2.0,1,densenet,,relu,,13.0,0.1366976140809,5,warmup,2.01377268e-05,0.2220590781783,False,adam,,densenet169,49.0
355,,desmoid,1,1.0,0.0006485435389,False,0.051360975777,,2,resnet,1.0901026805538,relu,resnet34,,,4,warmup,5.29814e-06,0.2851958200978,,adamw,5.0,,
356,,desmoid,2,,2.39967023e-05,,0.1848862457684,4.0,1,densenet,,gelu,,18.0,0.1161740910352,4,warmup,6.5830852e-06,0.3358204556763,True,sgd,,densenet121,27.0
357,,desmoid,2,1.0,1.38662333e-05,False,0.072152069088,,2,resnet,1.3733467353035,gelu,resnet34,,,5,cosine_warmup,0.0003712482535,0.0528753987529,,adam,5.0,,
358,,desmoid,1,,0.0069852937495,,0.0961302362272,3.0,3,densenet,,gelu,,27.0,0.1415505950243,0,cosine_warmup,0.0003371021195,0.2860146034734,True,adam,,densenet201,31.0
359,,desmoid,1,,0.0001393583233,,0.0583069453789,1.0,4,densenet,,gelu,,28.0,0.1465522558878,0,warmup,8.99300837e-05,0.1444773458845,True,adam,,densenet201,48.0
360,,desmoid,2,,0.0004047840941,,0.1843353097448,3.0,1,densenet,,relu,,20.0,0.2283844785884,3,warmup,0.0001006829976,0.0540410936721,True,adam,,densenet121,38.0
361,,desmoid,2,1.0,0.0002496617995,False,0.1110493824947,,4,resnet,1.1926625463484,relu,resnet18,,,4,warmup,0.0004497816742,0.3277338274406,,adamw,3.0,,
362,,desmoid,2,,2.29171506e-05,,0.1407569993344,4.0,4,densenet,,gelu,,12.0,0.1858643182271,4,warmup,6.787455e-05,0.2954202127307,True,adam,,densenet169,45.0
363,,desmoid,1,2.0,9.86796477e-05,False,0.1911376399764,,4,resnet,1.0975720915513,relu,resnet50,,,4,cosine_warmup,0.0002978517733,0.2465279868142,,sgd,6.0,,
364,,desmoid,2,,0.0007905126082,,0.0119159038917,2.0,4,densenet,,gelu,,15.0,0.1848327371395,3,warmup,0.0002190339291,0.3331011446611,True,sgd,,densenet121,31.0
365,,desmoid,1,1.0,0.0006238697086,True,0.1319978219359,,1,resnet,1.944388909168,leakyrelu,resnet34,,,5,cosine_warmup,0.0006057995672,0.2838849844267,,sgd,6.0,,
366,,desmoid,1,2.0,0.0017126640573,True,0.1042646886377,,1,resnet,1.9293293301112,leakyrelu,resnet18,,,2,warmup,6.8555664e-06,0.0720440001461,,adam,4.0,,
367,,desmoid,1,2.0,6.85923219e-05,True,0.0507992062872,,4,resnet,1.5977162155508,relu,resnet18,,,4,warmup,7.14200107e-05,0.0373581071659,,adam,3.0,,
368,,desmoid,2,,0.0031029442868,,0.1855844796464,4.0,4,densenet,,gelu,,17.0,0.1393047297158,0,cosine_warmup,0.000279297017,0.2516384197735,False,adamw,,densenet169,60.0
369,,desmoid,2,,0.0001945601204,,0.0553688365291,2.0,1,densenet,,gelu,,28.0,0.1584554207305,5,warmup,3.7972359e-06,0.0215886360558,True,sgd,,densenet121,38.0
370,,desmoid,1,1.0,4.90913585e-05,True,0.0288649495701,,1,resnet,1.2208757735473,relu,resnet50,,,2,cosine_warmup,5.6292597e-06,0.3600298552329,,sgd,4.0,,
371,,desmoid,2,2.0,0.0071907155124,False,0.1412685059492,,4,resnet,1.752108640442,relu,resnet34,,,4,warmup,4.2980861e-05,0.2774662438614,,adam,5.0,,
372,,desmoid,1,2.0,4.26217965e-05,False,0.0490013500166,,2,resnet,1.1304801227508,leakyrelu,resnet34,,,4,cosine_warmup,4.39009597e-05,0.069780081422,,adam,6.0,,
373,,desmoid,2,2.0,0.000333651323,False,0.1848510780245,,3,resnet,1.6443382520213,leakyrelu,resnet34,,,5,warmup,0.0001619523448,0.1034058755471,,adamw,6.0,,
374,,desmoid,1,,0.0043254258893,,0.0385611112963,4.0,2,densenet,,relu,,16.0,0.0487310123318,1,warmup,0.0007457324252,0.1614006498345,True,sgd,,densenet169,46.0
375,,desmoid,2,,0.0029569881717,,0.0671997547045,2.0,1,densenet,,relu,,17.0,0.0086279981936,3,cosine_warmup,4.48047156e-05,0.0388384166762,True,adamw,,densenet169,56.0
376,,desmoid,2,1.0,0.0070848633065,False,0.0859476744205,,1,resnet,1.9357470154102,gelu,resnet18,,,1,cosine_warmup,0.0002534894779,0.1862121444822,,sgd,7.0,,
377,,desmoid,2,,0.001077364393,,0.0746800270883,1.0,1,densenet,,relu,,17.0,0.2557778121646,1,cosine_warmup,5.0983693e-06,0.0582410373162,False,adam,,densenet169,24.0
378,,desmoid,1,,0.0008325576876,,0.005726898786,4.0,4,densenet,,relu,,12.0,0.0255794307982,0,warmup,0.0003387190883,0.1058686848192,False,adam,,densenet121,33.0
379,,desmoid,1,2.0,0.0007247456944,True,0.0700172187997,,4,resnet,1.0008788361393,relu,resnet34,,,3,warmup,0.0003445983782,0.0140254048411,,sgd,7.0,,
380,,desmoid,1,,0.0015452119059,,0.076255988257,4.0,2,densenet,,relu,,23.0,0.2330583941608,1,cosine_warmup,0.0009841112125,0.3652334479913,True,adamw,,densenet201,52.0
381,,desmoid,2,2.0,0.0002293173738,True,0.1084771406406,,3,resnet,1.8469206275088,leakyrelu,resnet50,,,2,cosine_warmup,6.05597194e-05,0.0250009222145,,adamw,4.0,,
382,,desmoid,2,2.0,0.0001049968274,True,0.1620614535373,,1,resnet,1.9200201038609,gelu,resnet34,,,3,cosine_warmup,4.03530205e-05,0.3502415431226,,adam,4.0,,
383,,desmoid,1,,0.0003636011144,,0.1134527032424,1.0,1,densenet,,gelu,,15.0,0.1888034198187,4,cosine_warmup,1.2160919e-06,0.1901327005154,True,adamw,,densenet201,38.0
384,,desmoid,2,1.0,1.14878406e-05,False,0.0456559150572,,4,resnet,1.1702119185197,gelu,resnet34,,,5,warmup,3.97346509e-05,0.0394776087788,,adam,6.0,,
385,,desmoid,2,2.0,0.0015820327065,True,0.0713742970682,,4,resnet,1.8986758463517,relu,resnet18,,,3,warmup,0.0008156724726,0.1925978007325,,sgd,5.0,,
386,,desmoid,1,2.0,8.27622537e-05,False,0.035418779847,,3,resnet,1.5729595454807,gelu,resnet18,,,5,warmup,0.0001074641062,0.0993328305909,,adamw,5.0,,
387,,desmoid,2,2.0,0.0026258639862,True,0.0426895802077,,2,resnet,1.608407518815,leakyrelu,resnet50,,,5,cosine_warmup,7.47828908e-05,0.0597753141814,,adam,4.0,,
388,,desmoid,1,,0.0006644311209,,0.1967918716116,3.0,2,densenet,,leakyrelu,,19.0,0.2588681880808,3,cosine_warmup,0.0001026051879,0.3236363177607,True,adamw,,densenet201,32.0
389,,desmoid,2,1.0,5.51739382e-05,False,0.1757050765255,,1,resnet,1.699530232151,leakyrelu,resnet34,,,5,cosine_warmup,1.3500218e-06,0.3156640066731,,adam,6.0,,
390,,desmoid,1,,0.0054375504383,,0.0340899770007,2.0,2,densenet,,leakyrelu,,19.0,0.0161269926113,0,warmup,1.18248341e-05,0.3716872877547,True,adam,,densenet169,28.0
391,,desmoid,2,,0.0069680470378,,0.131379617198,2.0,4,densenet,,relu,,12.0,0.1645820389763,0,cosine_warmup,1.59919322e-05,0.0075117286569,False,adam,,densenet169,60.0
392,,desmoid,1,,0.0003015613906,,0.0979568239965,4.0,2,densenet,,relu,,18.0,0.1037429635765,2,warmup,1.5714518e-06,0.3302845189571,True,sgd,,densenet169,54.0
393,,desmoid,2,,0.0054120578483,,0.0427457690582,2.0,3,densenet,,relu,,19.0,0.2263762827433,3,cosine_warmup,0.0002873746536,0.3487936904845,True,adamw,,densenet201,29.0
394,,desmoid,2,,0.0001542137788,,0.0724478616917,4.0,4,densenet,,gelu,,27.0,0.2788701832864,3,cosine_warmup,2.42349225e-05,0.2133688674325,True,adam,,densenet169,50.0
395,,desmoid,1,,3.48458561e-05,,0.0488312107903,1.0,4,densenet,,relu,,29.0,0.0954710977219,0,warmup,0.0004162952651,0.2310632228495,True,sgd,,densenet201,17.0
396,,desmoid,2,,0.0015783066659,,0.0505909705552,1.0,4,densenet,,leakyrelu,,25.0,0.154145930533,3,cosine_warmup,2.712236e-06,0.0831787944041,True,sgd,,densenet169,51.0
397,,desmoid,2,2.0,2.43512804e-05,True,0.0927635779941,,4,resnet,1.7517997793058,gelu,resnet50,,,4,cosine_warmup,9.40220152e-05,0.0721482126309,,sgd,7.0,,
398,,desmoid,2,,0.0002054475613,,0.1877017775565,1.0,1,densenet,,gelu,,31.0,0.1253096317868,4,cosine_warmup,8.05363844e-05,0.3480856406267,True,adamw,,densenet169,61.0
399,,desmoid,2,,0.000582265819,,0.0831381956918,4.0,1,densenet,,leakyrelu,,17.0,0.275390103261,2,warmup,0.0005651871606,0.0479665796222,False,sgd,,densenet121,41.0
400,,desmoid,1,,0.0049228126932,,0.1364682629283,3.0,2,densenet,,leakyrelu,,31.0,0.0778677674437,2,cosine_warmup,2.20273973e-05,0.2379702093286,False,adamw,,densenet169,17.0
401,,desmoid,1,2.0,2.38399702e-05,True,0.1261187978608,,2,resnet,1.251978383428,relu,resnet18,,,3,warmup,0.0005943712784,0.0869050344388,,adamw,5.0,,
402,,desmoid,1,,2.59305079e-05,,0.1789746188449,4.0,4,densenet,,leakyrelu,,17.0,0.1690081683783,5,cosine_warmup,1.27763197e-05,0.1050492969277,True,adamw,,densenet201,52.0
403,,desmoid,1,,0.0009014727497,,0.1483526376545,2.0,3,densenet,,relu,,16.0,0.0645244303427,1,warmup,8.4862262e-05,0.0092818454743,False,adamw,,densenet201,38.0
404,,desmoid,2,,4.1150047e-05,,0.0314639090672,4.0,3,densenet,,gelu,,18.0,0.0232441771615,1,warmup,3.05888696e-05,0.2705537444861,True,adamw,,densenet169,34.0
405,,desmoid,2,,0.0005576478441,,0.021372215276,3.0,3,densenet,,leakyrelu,,18.0,0.0156174385855,1,warmup,2.70899977e-05,0.2241227620234,True,sgd,,densenet169,19.0
406,,desmoid,2,,1.3193902e-05,,0.1247780033191,3.0,1,densenet,,gelu,,19.0,0.2271167274644,4,warmup,0.0001854534005,0.1192325105076,False,adamw,,densenet201,60.0
407,,desmoid,2,,1.16417544e-05,,0.1318116449687,4.0,2,densenet,,gelu,,15.0,0.2219695832672,1,cosine_warmup,9.57014427e-05,0.1676964952567,False,sgd,,densenet169,54.0
408,,desmoid,2,2.0,4.33877109e-05,False,0.1668669832416,,1,resnet,1.2407023805237,leakyrelu,resnet34,,,2,cosine_warmup,3.5482596e-06,0.1877110849228,,adam,3.0,,
409,,desmoid,1,,5.09685421e-05,,0.0605986063086,4.0,4,densenet,,relu,,22.0,0.153445967053,5,cosine_warmup,2.2371994e-06,0.1357075350194,True,adam,,densenet169,35.0
410,,desmoid,1,2.0,0.0036699206793,True,0.0274469583171,,3,resnet,1.6602608994158,leakyrelu,resnet50,,,4,warmup,1.0467083e-05,0.377014414675,,adamw,3.0,,
411,,desmoid,2,,0.0011401535968,,0.1726796676959,1.0,1,densenet,,relu,,22.0,0.2590057699763,2,warmup,6.66835396e-05,0.3233313431547,False,adam,,densenet169,60.0
412,,desmoid,2,,0.0002086647381,,0.1856881208287,2.0,3,densenet,,gelu,,29.0,0.0961145664068,0,warmup,0.0001937161234,0.367367645269,True,adamw,,densenet201,52.0
413,,desmoid,2,,0.000312108748,,0.1880624397376,1.0,4,densenet,,leakyrelu,,32.0,0.1213059630648,1,warmup,1.284301e-06,0.0065135438238,True,adam,,densenet201,35.0
414,,desmoid,1,,0.0039580284008,,0.0150181863876,2.0,3,densenet,,leakyrelu,,26.0,0.0994652570429,2,cosine_warmup,2.5504577e-06,0.3146749776608,True,sgd,,densenet201,24.0
415,,desmoid,2,,0.0007066940793,,0.0999694081813,3.0,2,densenet,,leakyrelu,,19.0,0.1829535154408,1,warmup,0.0001986237867,0.1887055676292,False,adam,,densenet201,22.0
416,,desmoid,1,,1.40993344e-05,,0.1385153398266,2.0,2,densenet,,gelu,,31.0,0.2619754662205,2,warmup,3.02913944e-05,0.3559681501484,False,adam,,densenet201,56.0
417,,desmoid,1,,0.0004161976568,,0.1502032434308,2.0,3,densenet,,leakyrelu,,25.0,0.2347110974891,5,cosine_warmup,0.0004676341052,0.311248618503,True,sgd,,densenet121,56.0
418,,desmoid,2,1.0,0.0017925511592,True,0.094658946371,,3,resnet,1.8287894270077,leakyrelu,resnet18,,,1,warmup,1.08310742e-05,0.2170171818373,,adam,7.0,,
419,,desmoid,1,,1.32767314e-05,,0.033810334527,2.0,3,densenet,,relu,,23.0,0.2175332289515,3,cosine_warmup,1.4162137e-06,0.2081072029844,False,sgd,,densenet121,39.0
420,,desmoid,2,,9.57040041e-05,,0.0506931842543,2.0,3,densenet,,relu,,25.0,0.2035901582668,5,warmup,5.47614638e-05,0.3939333743602,False,sgd,,densenet121,50.0
421,,desmoid,2,,0.0008485135277,,0.0546002969682,4.0,2,densenet,,relu,,22.0,0.0752377643891,3,cosine_warmup,0.0004227024047,0.2942889997828,False,adamw,,densenet169,39.0
422,,desmoid,1,1.0,0.0031217953673,True,0.0852216729143,,4,resnet,1.0392413288809,gelu,resnet50,,,5,warmup,2.17864912e-05,0.010395084391,,sgd,5.0,,
423,,desmoid,1,,0.0001867264925,,0.0081896704917,1.0,1,densenet,,gelu,,25.0,0.00750052362,5,warmup,2.6621189e-06,0.0654193900526,True,adam,,densenet121,28.0
424,,desmoid,2,1.0,0.000602909636,False,0.0948542105598,,1,resnet,1.9147425667667,gelu,resnet34,,,2,cosine_warmup,0.0003453056423,0.2508619551688,,adam,5.0,,
425,,desmoid,2,1.0,0.000249323589,False,0.0653995877935,,4,resnet,1.7507436982272,relu,resnet50,,,0,warmup,5.64608278e-05,0.2343312533547,,sgd,4.0,,
426,,desmoid,1,,2.71312853e-05,,0.1775673434665,1.0,1,densenet,,leakyrelu,,31.0,0.165187004919,4,cosine_warmup,6.5318906e-06,0.0832500996656,True,adam,,densenet201,53.0
427,,desmoid,1,1.0,1.20637115e-05,False,0.046156775538,,1,resnet,1.9786852197606,relu,resnet18,,,1,cosine_warmup,3.8564549e-06,0.1468928221557,,adamw,7.0,,
428,,desmoid,2,1.0,1.09046434e-05,False,0.0794620605646,,4,resnet,1.4547935616097,relu,resnet34,,,2,warmup,6.6811538e-06,0.312817346901,,adam,4.0,,
429,,desmoid,2,,0.0012226324594,,0.1796148828519,4.0,3,densenet,,relu,,26.0,0.2424953008884,2,warmup,0.0001224120872,0.082481349376,False,adamw,,densenet201,39.0
430,,desmoid,2,,6.0161247e-05,,0.1472517758729,4.0,3,densenet,,relu,,26.0,0.112486522035,3,warmup,0.0006145097576,0.080750271941,False,adam,,densenet169,31.0
431,,desmoid,2,,8.66546348e-05,,0.1695867921307,1.0,1,densenet,,leakyrelu,,14.0,0.2837132897785,3,warmup,3.2853632e-06,0.2152300297494,True,adamw,,densenet121,30.0
432,,desmoid,2,1.0,6.18442292e-05,False,0.063007932503,,1,resnet,1.7827474929221,gelu,resnet18,,,3,warmup,0.0001185954652,0.0527418203547,,adam,6.0,,
433,,desmoid,2,1.0,0.0005172958987,False,0.0584920012255,,3,resnet,1.8667284959471,relu,resnet18,,,4,cosine_warmup,5.88814481e-05,0.3803128103232,,adam,4.0,,
434,,desmoid,2,2.0,0.000681660764,False,0.1476471858109,,2,resnet,1.4017302386722,relu,resnet18,,,2,warmup,1.2210702e-06,0.1989880625384,,sgd,6.0,,
435,,desmoid,2,1.0,0.0064552953217,True,0.0423417402301,,2,resnet,1.2429206292076,gelu,resnet50,,,0,warmup,2.0025295e-06,0.1688379494212,,sgd,6.0,,
436,,desmoid,1,,3.01608377e-05,,0.1066575778361,2.0,1,densenet,,gelu,,28.0,0.0531517939786,0,cosine_warmup,0.0003476104579,0.1223830550629,True,adam,,densenet169,62.0
437,,desmoid,2,,0.0025640116421,,0.1211062259058,1.0,3,densenet,,relu,,30.0,0.191471733877,3,warmup,0.0001905756286,0.197028523732,False,adam,,densenet169,35.0
438,,desmoid,1,2.0,0.0001616930363,False,0.0593716634976,,3,resnet,1.5152514028162,gelu,resnet18,,,4,warmup,0.000455455797,0.0686103907206,,adam,5.0,,
439,,desmoid,2,,0.0015154610068,,0.1194749600459,3.0,1,densenet,,gelu,,23.0,0.0804194060831,0,warmup,4.8362486e-05,0.0458777030584,False,adam,,densenet169,48.0
440,,desmoid,1,,1.65894755e-05,,0.0577417876481,3.0,1,densenet,,leakyrelu,,20.0,0.1365898241421,3,warmup,7.2520002e-06,0.0981406508901,True,adamw,,densenet121,16.0
441,,desmoid,1,,6.99870973e-05,,0.0775053100644,4.0,4,densenet,,gelu,,24.0,0.0047932190327,1,warmup,0.0006075769672,0.3608123959014,False,sgd,,densenet121,64.0
442,,desmoid,1,,0.0019255183553,,0.0597749245174,2.0,1,densenet,,relu,,20.0,0.2330143909094,1,cosine_warmup,1.4091513e-05,0.1191648197462,False,adam,,densenet121,57.0
443,,desmoid,1,2.0,0.0041327445782,True,0.1517320849291,,2,resnet,1.9373427228355,leakyrelu,resnet18,,,5,warmup,4.1955498e-06,0.393742452744,,sgd,4.0,,
444,,desmoid,2,,3.49949105e-05,,0.023476459556,2.0,1,densenet,,relu,,23.0,0.0025697482483,4,cosine_warmup,8.76116199e-05,0.3769210685507,False,sgd,,densenet169,40.0
445,,desmoid,1,2.0,0.0018162399953,False,0.0696177742558,,1,resnet,1.2760604966686,leakyrelu,resnet34,,,1,cosine_warmup,1.70604446e-05,0.0368275636251,,adamw,5.0,,
446,,desmoid,1,,0.0009677178719,,0.0700863559195,1.0,3,densenet,,relu,,21.0,0.036119311979,0,warmup,0.0003912724535,0.1286085402242,False,sgd,,densenet201,32.0
447,,desmoid,1,2.0,2.66806931e-05,True,0.0427417120006,,4,resnet,1.7101289546185,leakyrelu,resnet34,,,2,cosine_warmup,4.3641661e-06,0.0865268650821,,sgd,4.0,,
448,,desmoid,2,2.0,0.0004769541578,True,0.0924407972224,,1,resnet,1.1874833035487,relu,resnet18,,,4,cosine_warmup,7.0134e-06,0.3468499662176,,adam,4.0,,
449,,desmoid,1,,0.0004236266014,,0.1217533997156,2.0,2,densenet,,relu,,24.0,0.0931835055302,4,cosine_warmup,4.7543693e-06,0.3515389798813,False,adamw,,densenet121,18.0
450,,desmoid,1,1.0,0.000591308382,True,0.1286469101887,,1,resnet,1.0815121661654,leakyrelu,resnet34,,,3,warmup,7.23509255e-05,0.3583600361704,,adamw,4.0,,
451,,desmoid,1,,1.02064024e-05,,0.1358391579778,3.0,3,densenet,,relu,,26.0,0.1552157837499,0,cosine_warmup,1.5103496e-05,0.2536551463536,True,sgd,,densenet169,39.0
452,,desmoid,1,,0.0031891106629,,0.0447480979149,2.0,3,densenet,,gelu,,15.0,0.0319618981407,3,warmup,2.9991317e-05,0.3102821247133,True,adamw,,densenet121,56.0
453,,desmoid,2,1.0,2.61954735e-05,False,0.06804810178,,3,resnet,1.0847982383284,leakyrelu,resnet18,,,4,warmup,3.60262468e-05,0.1331031965311,,adamw,3.0,,
454,,desmoid,1,1.0,0.0001868235365,True,0.0210936749858,,4,resnet,1.2212213262443,gelu,resnet34,,,1,warmup,4.7188399e-06,0.3227710045745,,adamw,3.0,,
455,,desmoid,1,2.0,9.06648052e-05,True,0.1115718339858,,2,resnet,1.5792614638,relu,resnet50,,,2,warmup,2.5559444e-06,0.1224527189077,,sgd,3.0,,
456,,desmoid,2,1.0,0.0001104974167,False,0.0497663819876,,2,resnet,1.7256835882921,relu,resnet18,,,1,warmup,0.0001195395214,0.2431774853064,,sgd,4.0,,
457,,desmoid,2,,0.0005715178335,,0.098665901878,1.0,3,densenet,,relu,,30.0,0.2922473360742,4,warmup,5.65646736e-05,0.2498673627988,True,adam,,densenet121,51.0
458,,desmoid,2,,6.876004e-05,,0.063003311276,3.0,1,densenet,,gelu,,17.0,0.1580500052942,5,warmup,2.39957542e-05,0.0791580742139,False,adamw,,densenet121,60.0
459,,desmoid,2,2.0,0.0012015967922,False,0.0872784618848,,3,resnet,1.0443745259069,leakyrelu,resnet34,,,1,warmup,1.30600047e-05,0.107042167561,,adamw,4.0,,
460,,desmoid,2,,2.02322007e-05,,0.1026931149765,3.0,1,densenet,,leakyrelu,,29.0,0.2753931892242,2,cosine_warmup,3.7660737e-05,0.0784082106555,True,adam,,densenet169,43.0
461,,desmoid,1,2.0,0.0001963037098,False,0.004170942875,,4,resnet,1.5917575764235,gelu,resnet18,,,4,warmup,1.6217692e-06,0.2095229815303,,adam,6.0,,
462,,desmoid,1,,3.49713335e-05,,0.1231783527346,4.0,4,densenet,,relu,,27.0,0.1738108990418,2,warmup,0.0004110201323,0.3781647930812,False,sgd,,densenet169,17.0
463,,desmoid,2,,5.61698435e-05,,0.1236175902683,3.0,4,densenet,,leakyrelu,,18.0,0.2181233771248,3,warmup,5.05063078e-05,0.0487412521484,True,adamw,,densenet201,22.0
464,,desmoid,1,1.0,0.0002672514294,False,0.1095336610158,,4,resnet,1.0897221269025,leakyrelu,resnet18,,,3,cosine_warmup,2.9914406e-06,0.2277875595305,,adamw,6.0,,
465,,desmoid,1,,0.0002367493495,,0.124521115681,2.0,3,densenet,,leakyrelu,,31.0,0.1408501400485,3,warmup,0.0006156949967,0.2099547579793,False,adamw,,densenet201,25.0
466,,gist,1,2.0,9.37729732e-05,True,0.0602419133452,,2,resnet,1.3994256777554,leakyrelu,resnet34,,,2,warmup,1.0204964e-06,0.3304342658133,,adam,3.0,,
467,,gist,1,2.0,0.0082472914951,False,0.1719052153862,,2,resnet,1.4189153609995,gelu,resnet34,,,4,warmup,1.46775767e-05,0.3254201596904,,adam,6.0,,
468,,gist,2,1.0,4.57720307e-05,True,0.192517653611,,4,resnet,1.2092166593014,gelu,resnet34,,,2,cosine_warmup,0.0003681926651,0.0174862635835,,adamw,7.0,,
469,,gist,2,,1.00676e-05,,0.0962178555878,2.0,4,densenet,,relu,,20.0,0.0282710824828,4,warmup,1.50538967e-05,0.0053976579339,True,adam,,densenet201,41.0
470,,gist,2,,4.72838042e-05,,0.1667734024646,1.0,4,densenet,,gelu,,14.0,0.0954527521197,0,warmup,6.72183385e-05,0.1988603476559,False,sgd,,densenet201,53.0
471,,gist,1,,0.0001305025249,,0.1629613306864,2.0,2,densenet,,gelu,,24.0,0.2862575236881,5,cosine_warmup,4.98263345e-05,0.2295739557068,False,adam,,densenet169,55.0
472,,gist,2,2.0,0.0012694279166,True,0.0806641266667,,3,resnet,1.9245908565311,gelu,resnet50,,,4,warmup,4.09278274e-05,0.3123896877452,,adam,4.0,,
473,,gist,1,,0.0046038989727,,0.1278611799436,1.0,1,densenet,,leakyrelu,,30.0,0.1182176824767,4,cosine_warmup,2.7051112e-06,0.0042273613238,True,sgd,,densenet201,63.0
474,,gist,2,,0.0003008284196,,0.1523950769305,3.0,1,densenet,,leakyrelu,,19.0,0.2546618310638,4,warmup,0.0001910058211,0.2421390660834,True,sgd,,densenet169,62.0
475,,gist,2,,5.39963475e-05,,0.0411729575333,1.0,3,densenet,,relu,,31.0,0.2348702427151,4,warmup,2.94058661e-05,0.3942695497473,False,adam,,densenet169,62.0
476,,gist,2,,0.0013723480172,,0.0182968747416,3.0,2,densenet,,leakyrelu,,20.0,0.2614072105863,4,warmup,4.7480955e-06,0.3137553891832,False,adam,,densenet169,17.0
477,,gist,1,,0.0010066084009,,0.0947372549363,1.0,1,densenet,,relu,,26.0,0.0734871447575,2,warmup,0.0003136233627,0.1750588995167,True,adamw,,densenet201,20.0
478,,gist,2,,0.0010226678505,,0.181913239903,1.0,1,densenet,,relu,,23.0,0.2141609060466,4,warmup,1.65960731e-05,0.2354764340003,False,adamw,,densenet169,42.0
